Thread ID,Comment
Ugxa038V2j6yW04zbel4AaABAg,I think the reasons you stated of how you feel about the outer Zfold 5 narrow screen is exactly why its like that - imo likely to push you to open up the phone more instead of use it like a conventional one
Ugzx19Vw9mwPzzgLXm54AaABAg,What&#39;s the point of folding phones? I just don&#39;t get it.
Ugx1vbBxv9TmjRG9GLJ4AaABAg,"Folds are still too expensive, not durable enough, flips I still don’t see the point."
UgwlDw2RYdL19G7hmtN4AaABAg,"Iphone 4/5s+ Android screen size=Flip 5. In thr future, Flip will be the portable Camera beast. May replace the Series which combi of Note series. While Fold phone will be the most Portable Phone/Note/tablet in the future."
Ugx9MIxfNixRCvLyTzJ4AaABAg,Desde cuando se puede poner pista de audio en español! Mind blowing! 😵😵😵
UgxNrX9jJJ6wU-l9UNt4AaABAg,"If it has enough differences / new things to justify a review, I&#39;d really like to see a video on the new S9 Ultra 🙏"
UgwaBz27ZJmi41xxXot4AaABAg,So all the rumours of less of a crease are false?
UgyPMa89PKj3trDAUMh4AaABAg,I don&#39;t understand why Samsung doesn&#39;t make the outside display 6.8+ inches....and thus a bigger inside display.
UgygxnGK7kSjbS4x-pB4AaABAg,Are you getting some sleep mann? 2 high quality vids separated by 24hrs
UgxIl1rB-RXKqSxj_6t4AaABAg,"It sounds like if it was Apple instead of Samsung, MKBHD would have been like - -- that&#39;s a BIG change....!"
UgzqndjwKBGLmTC1-q14AaABAg,The SDG2 chip on the Flip 5 will definitely be a big help in terms of battery life.
UgxKyBv30IqMqpxGkEF4AaABAg,Foldables are dumb. And nobody buys them except YouTube reviewers. Change my mind.
UgzfdYVVvc7DA_xMHWZ4AaABAg,"In the words of Floss Carter...&quot;Z fold 5 is an update, not an upgrade&quot;"
UgzS-RObufOC2o7IcXl4AaABAg,"i still struggle to care about these phones. the whole thing seems kind of pointless? it’s all, just meh"
UgyR1ABmAcC2GwhsNMx4AaABAg,Flip phones are largely pointless.
Ugyj7ltrtU-aVAoRccZ4AaABAg,The fact that the smaller outside screen is the same size as the iphone 4 screen is mind blowing
UgywubwqbLA_tBhZ8694AaABAg,Cannot wait for Apple to move into this territory.
Ugzc11S6PtcSmYNBTuR4AaABAg,the phone that no one will buy . if someone bought it. he will regret
UgyTGLNp-JcgqLTe8_94AaABAg,I have a question ⁉️ why we need two display for Big Fold when SAMSUNG or other brand can skip the Front display and thus can make phone thinner better. Actually inner display is a tablet size is I guess company wanted to achieve by bringing flexible display Right??
UgwQK3Ws0X3Vdczo9L94AaABAg,ill keep my Xiaomi  fold 2
UgxCM7zXPlpSzvdNCT94AaABAg,I was hoping to see bigger changes to the ZFOLD 5 before trading in my ZFOLD 4 for the S23 ULTRA.
Ugw6xg1R8DKGezu_sl54AaABAg,"Cmon man,<br><br>When Apple changes very little about an iPhone you still praise the phone. <br><br>Yet when Samsung does it you take issue.<br><br>Why the inconsistency?"
Ugzy8aVESxTJQ5Q-YlZ4AaABAg,de dris
Ugxbdi2ZsNTh73aqsrt4AaABAg,Definitely not buying either phone. Not impressed.
UgygzHTH_4WA0ALx4xR4AaABAg,As Hyped As I Usually Am About Foldables. This Year I’m Not Going For It.
UgyNG5kK55tzcGI0F7N4AaABAg,Did you change the audio? I like the bass
UgxPn1pi-S8W4SOE5954AaABAg,"so I&#39;m sticking with my fold 3, I can&#39;t find a reason to upgrade"
Ugxz--B-eKr4J61LxLl4AaABAg,"Since rumors of the Fold 6 are that it will be a significant design change. I think they feel the fire under their butts from Pixel, Oneplus, maybe even surface? Im definately waiting till next year to upgrade my fold 3 since the fold 5 is basicly the same. Too bad theres so much wrong with pixel cause that form factor is perfect."
UgyQGgqtsLMJtP9YE3N4AaABAg,Samsung is getting lazy in my opinion.
Ugy635uwkJlAHbOIMXd4AaABAg,"My man playing iphone videos on youtube and watching them on samsung, what a dig😂"
UgwT4EoAzBd5MANh7yl4AaABAg,"So keep my z fold 3, got it."
UgxG2TD-PQ2cFhfFNXd4AaABAg,It&#39;s insane how it took us 5 generations for the folding phones to be able to fold completely flat.
UgyOlPUHipr9_ej2LR94AaABAg,zfold throw it away somewhere
UgxgZ1aNjyp3iwwfOo94AaABAg,It&#39;s really cool how Samsung settles in designing smartphones and making them better in their subsequent release of new phones instead of transitioning to different  designs. This would give us an insight of what they doing better than they did in previous designs.
UgwqvpwKSkOXflmk64B4AaABAg,I already said if they didn&#39;t upgrade the camera and upgrade the pen nor the crease then what would be the point of upgrading looks like ill have to wait till they wow me again. Overall the fold is still solid
Ugz3BLvdKZji6RfQ_iF4AaABAg,"The foldables cost way too much to be a mainstream product. So they will iterate on this tiny market. If they get cheap enough they might become popular, but for the foreseeable future it will remain a niche product. Not sure how Corning is making this Victus glass. seems miraculous."
Ugzwzo9VkbdiV7N-Wst4AaABAg,Huge let down for fold 5 . Sad to see samsung become iphone
UgzLtIC7Npa_OMvcJAt4AaABAg,"I want foldable iPhone with iPadOS and Apple Pencil support, just add &quot;Phone&quot; app. And make it in size of iPad MINI (unfolded)"
UgwhYP2ld_xVep2hWSB4AaABAg,"It&#39;s funny to me how they&#39;re asking ultra premium prices for these devices just for the novelty of folding the phone and they still have subpar camera hardware. It&#39;s even more ridiculous that they didn&#39;t even bother upgrading them from the Fold 4 to the Fold 5.<br><br>Oh and also, I&#39;m here hoping one day those monster tablets will actually replace computers for a lot of people."
UgwoGXV4bAH2YM9Rx814AaABAg,No Bs straight to facts <br>🙏🏽 MB
Ugxq5xUKpOJIdjtV8I54AaABAg,Samsung has settled 🙄
UgzyYTV_kWDdkRFCgA14AaABAg,The irony of people bashing samsung for not making crazy visual upgrades but nobody complains about apple doing it.
UgwvrWA7CrbpVNMJVfx4AaABAg,Im more excited for pixel fold to be honest and what the future will bring with google.
Ugxcfc01U44Mpj4pY294AaABAg,Can the Tesla Widget be on the closed position on the Z Flip 5? Currently using the Note 20 Ultra.
UgxjZyW_tv25RkvukDl4AaABAg,"Not impressive honestly, Motorola won on flip and huawei won on foldable 2023"
UgwEInUnThtPv9zbUAx4AaABAg,This guy is one of the most ( if not the most) honest tech reviewers....<br>No biasing ...... Honest review
UgyFO6U5hGxwMANmn-N4AaABAg,apple guy reviewing Samsung
UgyR7UHmg1TSZ65DlUd4AaABAg,Moto Razr + wins
UgwbGEkuUpC28IrS-mx4AaABAg,"Now You have spanish audio tracks on your videos, I hate how YouTube always choose to give that on the first place, ando before that, ir was always the captions, Even if there was any in spanish, if My phone is in spanish it just choose to activate them ando deliver the video&#39;s titles in spanish as well, god it&#39;s si fucking frustraring, I&#39;m bilingual and 50% of the contenta that I consume is in English and the other 50 is in spanish, si I don&#39;t nees any of those shit, in fact si getting annoyer and annoyer day after day"
Ugw0T4v_Mqi5_1re6gV4AaABAg,"Man I have zero interest on a big outside screen on a flip phone, would rather it was more durable and have a third camera"
UgyEtq1FBFFYRFAz_XJ4AaABAg,Still lightyears ahead of Apple
UgxrCq8VnkMkIcVZiux4AaABAg,"YOU and Mrwhosetheboss need to come up with a system, because you can’t both make the same videos over and over and over again lol"
UgzMzOFa5ESAyuuRZcx4AaABAg,this phone isnt for fold 4 owner....it will be your first foldable which deserves you attetion
UgxbuvS-_EbUI7LR7AN4AaABAg,cameras are diffferent per the specs on samsungs website. 50megapixel cam
UgzotQ2axrkVX8dXIOF4AaABAg,Samsung playing the Apple game small improvement massive price 😂
Ugx-VutiZSeZCZWTc514AaABAg,"okay now that they have brought back the clamshell design, now can they also remake the slide ones ?"
UgyRm-VoLYM6yHwx-jV4AaABAg,"K&#39;ay, cool, bye.<br>Sorry Marquez"
Ugz5SaYHIyb3LY5-WzN4AaABAg,Lol
Ugx-2e-5I5H54bU1CbJ4AaABAg,"Fold 5 is just pointless 😴 will be keeping my fold 4 , hoping for better things next year or I might abandon samsung eco system other folds look so much better"
Ugw2u0XR_3TlQi9ehgZ4AaABAg,"One day Ill have a foldable phone, until then I live in cave"
UgyiufyvQjBQjVxUGQ94AaABAg,"I want Oppo Find N hardware and Samsung software, until then… not convinced. For that price (and specs), they better stretch OS updates beyond 4yrs like the Fairphone for asking me to pay a MacBook Pro budget."
Ugxd4h8WvNElj5I-8zh4AaABAg,Can you pls do a video on the blu g61s
UgyKKOZutMdnjAvHDbN4AaABAg,The OnePlus open will kill both of these phones
Ugyc4sp0CQRdv7mn4ap4AaABAg,samsung are now just as poo as apple! same phone each year! The flip is good with the bigger outside screen but if it is works with widgets - why???
Ugy6WZb9ig8z5CJzwlV4AaABAg,"Let’s get a review on the Galaxy Tab 9 Ultra when you can please sir. I still love Android tablets, and I’m guessing there’s still a few of us that would love to see them make a comeback"
Ugze1e-iis32jVmCSup4AaABAg,Watching this on my S8 Ultra. Love it!
UgyR_qikAT3YA2DFZCN4AaABAg,"Oh I totally remember the galaxy mega! It was marketed towards old people, like a large print book 😂 before I got my iPhone 6 I was considering getting one"
UgzWFXyEPI3H3-yxH-R4AaABAg,Wow Samsung! Very disappointing!!
Ugxdvlbct13_EUUdqER4AaABAg,My desire to own one of these is ZERO 😴
UgxlRcR_WKxzlh1jM0J4AaABAg,"Apple has done the same iphone since many years now with just the chip and the screen improving slightly but you don&#39;t complain about that 😂😂😂<br>Samsung&#39;s Flip and Fold have reached a point of maturation, that&#39;s why they just improve what&#39;s needed to improve (as you say: if it ain&#39;t broke, don&#39;t fix it)..."
UgzqWwr_fswvBTBY1nR4AaABAg,"I already think that regular cell phones are too tall and narrow ... I don&#39;t even need to comment on what I think about the fold. What I really want and need now is a cell phone with a single screen, but very wide, like a surface duo (but without the second screen)."
UgyRPrwDGP3g2Y9m2uV4AaABAg,Bruhhhh here I was waiting on these and then got this...🤦🏾‍♂️ I Need Mi Mix Fold 2 Creativity
UgzAaRiTaZtDDo_QSr94AaABAg,What stops me from trying one is the lack of dust resistance. As my daily driver it needs to be able to handle a trip to a beach just as well as a day in an office without me feeling guilty about being reckless with my precious phone.
UgzOe4qIxAcFZ8AYPB94AaABAg,How does this compare to the Google Fold?
UgxMAsmcjXhzqgdoIpZ4AaABAg,"Gotta love it when reviewers completely ignore and don&#39;t call Apple out for making the same exact phone for YEARS, but are super quick to call out other companies, like Samsung, when they do similarly."
Ugyj_jMbA2gObMfH7aV4AaABAg,They just made Motorola Rich
Ugy1KFQ2YrxPrLuzGY94AaABAg,If Apple can “minor upgrade” us to death for years Samsung can too 🤣😂😭
UgwAcFjt6VRREgb9T-R4AaABAg,"Would like to preorder the yellow one, but it&#39;s not available 😔"
UgzL1sY9I4Of-sesm2Z4AaABAg,If it&#39;s not broke why fix it
UgzCwOesled9dfQ11zR4AaABAg,"I think this&#39;s because Apple, Apple is doing this to their phones and they kind of doing the exact same thing <br>1. Apple is not on the foldable section yet <br>2. Apple has the biggest consumers and the ecosystem. They affect the other competitors so much; this problem is huge to others and they have to step down and make their own ecosystem by not giving too many hardware updates. <br>3. So much stuff happens due to Apple, maybe the next only competitors might be Apple and Google"
UgxsT8KxBau1hNMyUXt4AaABAg,"Bruh... please trake a look at that Spanish dub, I&#39;d rather have subtitles that listening to that..."
UgxDqpKd-9pzvd8m1vh4AaABAg,"I&#39;m waiting for the affordable fold. The 1200$ version it it.. I was hoping Google would make it happen but I guess not.<br>And as the price stayed the same officially, not sure why the bumped the price up by 100$ in Israel. It was too expensive before. Not it&#39;s even worse."
UgySQnI2Muw9Jg0b90N4AaABAg,"I guess I got to wait another year for them to get the fold perfectly right.  Wider outer display, best cameras, s pin slot"
Ugyp25RkXFgoa9bfdgV4AaABAg,Does flip5 support Dex?
UgzK3lcBKteXo-jkdJR4AaABAg,"ok hear me out, imagine if Samsung made a tablet that flips, when half flipped, one side is a screen, the other is a second screen, and give it a snap dragon<br>and a stylus, literally an even more portable laptop..."
UgypD4dE9Dt1lGKgLVB4AaABAg,$1800 for a phone is Bonkers!
UgxEQbge3IjIHzptTJd4AaABAg,"I find most big companies have settled. I&#39;ll always want to have a newer phone but I am also just like... I don&#39;t need it, so sticking with my current Samsung."
UgxmOmSY_zX25tcT9Xd4AaABAg,so nothing new
UgzMowVrOeNhUQQTLzZ4AaABAg,They should&#39;ve updated yhe camera
UgxU1Fc2a5CzblW8WWF4AaABAg,"I&#39;ll be staying with my s22 ultra, but if they made a folding phone that was essentially an s ultra I&#39;d upgrade. Like it could just be an s23 ultra on the outside panel, and then open into what would essentially be a mini tablet. Then pull all the camera flagship hardware, an internal s pen slot, and a damn head jack."
UgyTISSvte3PX8ENpRF4AaABAg,Samsung phone engineers on a 2 year long vacation
Ugz9a9mu89q45iNCHG94AaABAg,thats why i went to pixel after with years and years of loyalty to samsung. always the same over and over like apple now.
Ugyn_HJeAh3szbCd27J4AaABAg,Watching this using zflip3 🥲
Ugyqu4X4HyXcn6L63z54AaABAg,I&#39;ll be honest knowing that most of the fold fours were sold with an 18-month contract I am happy to know that I can easily wait the 2-year period before changing my phone.
UgxBAQIYWnIWu5_o9WB4AaABAg,I just paid 114usd for an upgrade to the z flip 5. Plus free storage upgrade.
Ugx9jMsk-zlh1u9GOY14AaABAg,"I have the fold 3, and I feel like this is for the people that held out on buying the 4. Personally, I&#39;m just going to wait for the fold 6 lol."
Ugz4tDTZwJrwGV89AdJ4AaABAg,"You know society is spoiled when faster processing, longer batter life, weighs less, folds flatter and is physically flatter, has faster storage memory with UFS, gets camera glass upgrades, brighter screen, 40% slimmer pen just isn&#39;t enough. Some would have liked a slightly wider cover screen. Sure no crease would have been nice.<br><br>The reality is most people are not on foldable phones so refining what was a very good phone is exactly what&#39;s needed to get more people over to this category while truly disruptive screen technologies are commercialized."
UgzVdrkDjJcV2LJ4UlR4AaABAg,Z flip 5 tiene un mejor diseño 😁😁
UgzpqR-1WuO21b0XD_Z4AaABAg,Ken says he sticks to IPhone
UgyTBRdyla3tV8WCy6x4AaABAg,I love how Samsung has settled but Apple hasn&#39;t. Apple has had the same design for years and used the same hardware for years until recently. But again they haven&#39;t settled?
UgyfW_lyS97fVTICDsl4AaABAg,i was a guinea pig buying the fold1 for £2k. I&#39;m still waiting for a wow moment because these upgrades/changes all look incremental
UgxFgGxqBcdJd_Qww0R4AaABAg,Cool!✌️
UgxiyYGx8Ile3y0s60p4AaABAg,"Great review man... I&#39;m just waiting on the stylus into the phone like the galaxy note.<br>It&#39;s the 5th generation, I&#39;m not carrying a external stylus pen. Rediculous"
UgxG1jp6J--uSD5r2iN4AaABAg,Everyone is okay with iphone looking exactly the same for past half decade now?
UgxhhetTPxSsUfq72L54AaABAg,"Ugh, what happened to you, samsung!"
UgzrR7yVvt0YThhHSNB4AaABAg,"<a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=5m05s"">5:05</a> nooo 😭 wrong orderrrr"
Ugw2xw2CdC57KWN_yFB4AaABAg,"So Samsung closed 1mm gap, but did not add the s-pen slot forcing me to add 12mm of extra case space... Plain ridiculous. Sticking to my Fold 3 waiting for 6... or a competitor"
Ugwz8ak-L5XgTfWjWBJ4AaABAg,“Same rubbish” “same easily breakable screen that they refuse to fix under warranty”
Ugy3o3Fa3Bt0VBM5uyZ4AaABAg,Big bag of meh
Ugyk708FJoIHoYIdOD94AaABAg,"I hope they fixed the hinge issue with the Flip 4. You can literally drop it not even a 2 inches and the thing jams up and breaks. Other than that, I love the phones design."
UgxYtp-ZGY_VEQsFmuV4AaABAg,Samsung seriously needs to find out a way to bend an actual glass display. It still feels like plastic that gives in too easy. 💯
UgwriU09N-mWNudbgV94AaABAg,Hi I&#39;m a big time fan! Currently have the fold 3. Do I upgrade to fold 5?! My main issues are battery life and cameras. What shall I do?
Ugyy7qtOsWs8V5_Sx3x4AaABAg,"Folds are great. Love mine! Wish they&#39;d actually taken Google&#39;s Pixel Fold idea and made it open like a book to a wider-than-tall mode. Saves 1 step of rotating to get it on Z Folds. As a bonus, you get a wider front screen. Wide phones are necessary to be able to type properly. Most phones are not wide enough. If you mistype, it&#39;s because they can&#39;t make out which letter you hit. Blame narrow phones. Phones should be wider. Wider.<br><br>All right I think I made my point. :) Have a good one."
Ugy5AcQXYhsTAcfgxb14AaABAg,Wow
UgwZH9s19Ekx5e6W8Ux4AaABAg,So they&#39;re making Flip 4S and Fold 4S
Ugyj6WeyOPHnNo8FYwd4AaABAg,And people want to say that Apple makes the same thing. Doesn’t android phones do that too
UgyELwxTYnnfoH8GJ2Z4AaABAg,They need to make a passport size and really go in adding features to compete!
UgzuyG-rgt62oqUYHnx4AaABAg,Im waiting for a trifold from Samsung.
UgwNO8VervTKueHyz_V4AaABAg,They could have made the battery bigger?
UgymrupMKvVC_Tb_cPR4AaABAg,"“iT wIlL gEt ChEaPeR ovER TiMe” they say, while 4 generations later the price on the fold is still the same, while not updating the camera or fixing the crease at all. Folding phone is such a dumb idea, all it accomplished is the ability to half its footprint in you pocket, while being inferior in everything else."
UgzKM_DemZWDVS0-oUp4AaABAg,The Motorola Razr Plus is the best flip phone out there. Period. The fact that you CANNOT open Google apps on the outer screen of the new Flip 5 makes it useless as a flip phone. I can literally open a hundred google/android apps on my Razr outer screen. Shame on you Samsung you have billions more in resources and R&amp;D and yet you cannot compete with little old Motorola...... Wasted Opportunity
Ugz-SE4K2IeStauvhJd4AaABAg,Wouldn&#39;t be surprised if this is the last year for that Fold form factor. I can&#39;t imagine how much less it is to manufacture than the 3 was.
Ugz8WNHSOrdczxhOoo54AaABAg,hi Marques. what do you use to keep your tech clean? just got my new midnight MacBook Air and the fingerprints are driving me crazy🤣 is the apple cloth the way to go?😄
Ugzg29hpZdhdBlKlmXl4AaABAg,Worst design for Z Flip 5. The cut-out looks weird.
Ugw0sO7g4MnvpgR03BF4AaABAg,"Everyone who is gonna buy this, is going to regret"
UgyaDZwc3t6GaGgqqdJ4AaABAg,"With all due respect, Chelsea…"
UgzLMmAzCA84Of_8yHt4AaABAg,"WHILE I agree for the Fold 5, as a Z Flip 4 owner, I must disagree about the Z Flip 5.. Being able to text and browse thus interact more with the front screen is a BIG DEAL that I find lacking on my Z Flip 4  ! <a href=""about:invalid#zCSafez""></a>So really excited about this new iteration <a href=""about:invalid#zCSafez""></a>"
UgyBKK2SqLzcARcwSvN4AaABAg,I personally like the tall outer display better than the passport shape because its easy to grip with one hand and perform functions. The whole point is the customer should be able to perform functions using just one hand and then if they want more they can just open it wide. I don&#39;t like the Pixel Fold form factor.😊
Ugz_3iVrzcgQt5maSKN4AaABAg,Sadly smashed my z fold 3 a year ago which I i absolutely loved. Had to use poco f3 for that time and now I&#39;m due for upgrade and was looking forward to fold 5 but I cannot see that many advantages. Biggest feature being new flat folding mechanism... Really??
UgxizFVQamBTXEPC8U54AaABAg,If you can&#39;t get rid of the crease......Stop making Folds.....!!!!!
UgwLA6BcASCYA875j1t4AaABAg,Don’t know if I can justify leaving iPhone for this
UgzYXSC5HSXxy26hfHZ4AaABAg,"Samsung is doing what Apple been doing for years, they settled."
Ugzjbn8wDjPVp_xTC2V4AaABAg,I really like the form factor of the Fold 4 and I&#39;m glad they were able to keep it and was able to close the gap on the hinge. I may upgrade it from the Fold 4.
UgzrEk3rjN5quvJDtpV4AaABAg,I really want to upgrade to flip
UgzSB9sMrN4O4wG8yHd4AaABAg,Man I love them so much
Ugw7AtEnztXQkcdPSzN4AaABAg,Samsung is starving us into buying the next major product from them. It&#39;s almost like they know we want the Spen inside the fold with a wider outside screen and other features.
Ugxt3YAz1UWZczMOUNx4AaABAg,"They could have made the outside display wider on the Fold 5 and be the perfect foldable. But that display is just to narrow/small to be enjoyable and it makes you want to use the inside display, which is impossible tu use with one hand."
UgwEuLOuUqVLoLi7A2Z4AaABAg,"Both great phones, it&#39;s just to bad that they&#39;ve so overpriced.. Amazing what you pay for a feature rich phone these days. How young people can afford to pay these prices is beyond me.. What&#39;s worse is to see how willing they are to accept such debt.."
UgwwteKorayx1_dba7l4AaABAg,Ive told you 1000 times. You will have improvements in fold7. 2 generations ahead. Always.
UgzLicDr9WuI6W7q8CZ4AaABAg,The fold is cool ima get it for the large display unfolded. However the Z flip is the most useless thing I’ve ever seen invented 😂
Ugz1WWdeP-kfbAs_9wt4AaABAg,"Why his shirt 👕 shows 24 30 60 , but 24 and 60 are crossed?"
Ugy4YJlpuFgiyROxLrt4AaABAg,The Note edge will forever be my goat!!!
UgxU2LpiEPPuGUVOMfJ4AaABAg,This is hilarious. Apple “played it safe”for many years now only making internal upgrades and gets mocked for it. Now Samsung is doing the same thing and its fine and dandy? And this is coming from a Samsung user myself. 👀
Ugw5YLmn2TmjTtNfAEF4AaABAg,Do you think they are saving the development cycles for the next-gen product???
UgzwPj73x9xAzQrh4Yl4AaABAg,So keep my fold 4. Got it 👍
UgzPsBPBv4aJcxh-wYZ4AaABAg,"Its weird that they nailed the flip, the flip is great, but the fold is the WORST designed foldable in the entire foldables market"
Ugybeaf-mH_wjX806Xd4AaABAg,I hope the Honor Magic V2 makes it to the American market. Samsung needs a kick in the pants and I think Honor is the company to do it. No HTC or LG to really push them. I&#39;ve been holding out buying a Fold until they put a built-in S Pen. Mark V and still waiting.
UgxljIGq_fwnMT2GB8p4AaABAg,But how much innovation can they give every year. Look at iPhone they barely change the phone and their tech. Then why so much shade and pressure on Samsung and other smartphone companies?
UgwrZI06L-Y-_qUq1tR4AaABAg,"Glad to see the progress they are making, i like it. But cant motivate changing form factor from my S23 Ultra...it&#39;s just too good."
Ugzoftskg6Qt5AkUu7R4AaABAg,Anyone remember that conceptual trailer Samsung teased like 5-10 years ago? I still want that collapsible scroll phone from it. But I do need to upgrade soon so I&#39;ll probably get the Fold 5 this year.
UgzFxo5SQdBndBo12GV4AaABAg,Marques I need that Watch 6 review quick ma man
Ugy257ZkSDH-3Me5jJt4AaABAg,Mrwhosetheboss: Biggest Upgrade Ever. MKBHD: Literally The Smallest Upgrade In History Of Upgrades Of Any Tech Device Ever Released On Our Small Planet Which Is Still Pretty Big Though (And Nice) But I Have To Stay On Topic So Have A Good One.
UgxcKMoMsb2zVtqV6Rt4AaABAg,What’s the point?
UgzOeO8GsFO_uF0QWXB4AaABAg,How much better do the cameras need to get. I’d rather they invest elsewhere in the phone.
Ugy2o4GMP6cLEZ_uYQt4AaABAg,"They have all the line up and n iterations ready, just watch and fingershoot them a year and year further."
UgyyfFuSBdg1yChHU414AaABAg,Anyone else have any reason theyd upgrade from the flip 4? A bigger cover display just isnt doing it for me.
UgyHxYvBdSbkF-CtTvp4AaABAg,Front screen is too thin still
UgwOuZ6oHY6VRS2SxVV4AaABAg,"So, a lot of the failures of the new Pixel Fold are blamed in the flat folding. Are we going to expect the same problems with this now?"
UgwpDImIJ-SPIlcPGyx4AaABAg,"As someone who has a flip 3 and pre-ordered the Fold 5. I&#39;m glad it was an incremental step up. <br><br>I really liked the fold 4, but I thought the hinge and bezels could be better, and with the flagship processor, so it&#39;s more of a less flawed design of the 4 imo. <br><br>I do hope they innovative on the design, as well as an inclusion of an s pen in the future, but im happy with my purchase. <br><br>I do want that s9 ultra though😅"
UgzyA4iuCo_dFdK0Ybp4AaABAg,With the thin front display screen and no s-pen slot you&#39;d think a wider screen with a pen slot would be a no brainer to manufacture.
UgydyV_fON25ayOmEw94AaABAg,"<a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=5m06s"">5:06</a> What a pity that B-Roll missmatch with voice.<br>I think I will skip this series, but I&#39;m kinda hyped by folds."
UgwRCtqf2tvUoBoXtp14AaABAg,I&#39;m surprised how many good Samsung phones are coming out and getting way better. Love to see a fold phone that show who calling on the back of the phone and have it light up all around the phone. Hope they come back with a sd card slot and let you add any size sd card on the phone. There 2 TB sd card that are out. Have a limit size of sd card size can be added to it.
UgzcO36Nb5vnAQQ23I54AaABAg,"Has apple had significant updates with their phones with their design since Iphone X? No. Still sells like hot cakes, nobody cares and..... Samsung is copying that as always."
UgzP7l0hicfCx9nVX5F4AaABAg,"I was excited about the fold 5, but it kinda feels like a let down. Yes there’s improvements, but not enough or at least enough to consider getting it. I think I’ll still stick with Apple and see how the iPhone 15 turns out. I’m hoping for something interesting, but I feel like it’ll be almost the exact same at the 14 but with USB-C (finally)."
UgzTIWLmCx34GyNvao54AaABAg,Liked for the tab S9 Ultra
UgznF3k4AUhTsogyaFl4AaABAg,"My guess is they needed more time to do some of the bigger changes so they decided to just release the same phone this year with minor upgrades focusing the team on real inovation like the s-pen fit, even thinner design, better battery capacity and faster charging."
UgxMOKrXjvgmtunOVi94AaABAg,"If the next foldable doesn&#39;t fold into an origami koi fish, count me out."
Ugx-sxKXVhSquT3M_Fl4AaABAg,"At <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=0m31s"">0:31</a> how do you get that bottom menu on the fold 4?"
UgxRbD6ajtz84pyx6H14AaABAg,I&#39;m waiting for a new form factor of the Fold since the first one came out...
UgyT7u-g-yNwo4w0Hc94AaABAg,I like  flex window
Ugy9vXjqtgFsZ3paHP14AaABAg,"Hot take: Unless Apple goes into the foldable phone, they will never innovate pass a certain point since they will never get mainstream enough for manufactures(other than samsung) to throw money in."
Ugwcy6AKNd99YXJT64p4AaABAg,This just seems like a refresh for the sake of a refresh. That&#39;s what phones have became every other year it seems..
UgxWnJwzTm5kVs3hBAl4AaABAg,"Wow no 100mp or 200mp on a screen that opens up! Still stuck at 50 mp, this is no upgrade! What a waste of YEAR!"
Ugxhnf6gDUGmq3KS1jt4AaABAg,That looks awesome
Ugzrp0jyjgBJLmtb1WJ4AaABAg,Why 30fps?
UgzAlJX-PB1frKuQMd94AaABAg,"Samsung great company, support russian Z-invasion"
Ugzy-toCIuqjlfaNGB54AaABAg,"Makes me happy that I jumped on the Pixel Fold. Now they just need to get more apps optimized for it, especially Zoom."
UgwI955CLhVH2hdk0zx4AaABAg,"Quite shocking to hear a spanish audio in a MKBHD video, haha."
Ugx7KeQKvbgUzQfO5854AaABAg,"You daily drive an iphone you NEVER have critiq on apple, how can we take your word?"
UgyEenM4ZNd90L8dCY14AaABAg,Jesus Loves you ❤
Ugx-KlcKNkcrvA2O0l54AaABAg,"Ok, made up my mind. I&#39;m going for the new RAZR"
UgyAHQBe6Bn_f7Rk50d4AaABAg,Will you be covering the OnePlus Open that is supposed to launch on August 29? I&#39;m curious how it will compare to the other foldables on the scene.
Ugyz2-dy-_oT07l4Uex4AaABAg,Ok so no one will upgrade this year
UgzwU5CptJXO2O0k3Xt4AaABAg,Samsung is having it’s Apple moment. Just as other phone companies have takin Apple’s original smartphone design and improved on them to the point where you can argued that Apple no longer makes the best Smartphone. Here we are again where other smartphone companies took the original design of the Flip and Fold phones and improved on them to the point where Samsung is no longer the best Foldable Smartphone maker. 😂
UgxEHnIhbAO-6LUNT6d4AaABAg,"Flop, might as well call it an S MODEL"
UgwOer94eABqV4WpAuB4AaABAg,"I just want the outside screen to be a little wider and a slot for the s-pen!  Do that and they&#39;ve got the ultimate phone.  I did do the upgrade from my Fold 3 to the 5, because I do like the slightly wider screen that the Fold 4 and 5 have and the newer hinge design is a nice plus"
Ugy4Of_9u61xnZ-f3wh4AaABAg,"Samsung using that new cutting-edge Apple process, (Make The same phone,  just charge More for it.)<br>Brilliant!!!!😂🤣😂🤣😂🤣😂🤣"
UgzgDCq0SMM9SfpOWcZ4AaABAg,Settled
Ugwb54REPMYdOM4_NVt4AaABAg,Yeah I&#39;m getting the Google fold 🙄
UgyPHC6TnuJ61eVGYWp4AaABAg,Might like to try a fold 5 but not without a slot for the pen inside the phone like my note 20. Still with the note for the SD slot and not sure I&#39;m going to even give that up. There is no reason they can not get the pen inside the fold. Guess I will wait another year and see what they come out with then. Pixel might be the one to go with before samsung gets it&#39;s act together
UgxSVlqG0LC-RD4Q7kJ4AaABAg,Thank you for not making cringy thumbnails with mouth wide open like 99% of YouTubers
UgxclJ_FcBVmpMEemEN4AaABAg,Hope you do a review on the vanilla Tab S9. The Ultra is so ridiculously massive
